,RPT,Company,Date,Time,Type,Title,Speacker,Provenance,Role,Is Q&A,Is Presentation,Is Transcript,Content
0,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Operator,NA,NA,False,True,False,"Thank you. We will now begin the question and answer session. (Operator Instructions). Jonathan Pritchard, Oriel Securities."
1,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Jonathan Pritchard,Oriel Securities,Analyst,False,True,False,"A couple from me, if I may. Firstly on inflation, could you just give us a clue as to how that moved in the period whether that camedown a little bit? And secondly, not necessarily just for Morrison but for the sector, for the industry as a whole, what would a realistic level of like-for-likegrowth be to expect for 2012 do you think?"
2,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Richard Pennycook,Morrison Supermarkets Plc,CFO,False,True,False,"Good morning. It's Richard. I'll take those. We don't, as you know, break out inflation specifically, but we've talked about the fact thatin the run-in to Christmas, it was still pretty stubborn. It was around -- what we saw though was a very promotional Christmas withsome record weeks in terms of promotional participation helping just to take the edge off those inflationary pressures for thecustomer. As far as 2012 is concerned, a bit like the conversation we had this time last year. We're expecting overall market growth levels tobe pretty subdued, and that's how we're planning our business."
3,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Dalton Philips,Morrison Supermarkets Plc,CEO,False,True,False,"And Jonathan, just to add some color on that, you obviously saw the petrol prices coming down.We've started to see some movementsthere in proteins produce. And, obviously, non-food was very deflationary over the Christmas period."
4,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Jonathan Pritchard,Oriel Securities,Analyst,False,True,False,Okay. Thank you very much.
5,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Operator,NA,NA,False,True,False,"Jaime Vazquez, Santander."
6,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Jaime Vazquez,Santander,Analyst,False,True,False,"I missed the first minute, so apologies if this has been mentioned, but can you confirm that you will reach your 600,000 square feetopening program this year?"
7,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Dalton Philips,Morrison Supermarkets Plc,CEO,False,True,False,It's Dalton. We will. We'll confirm that.
8,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Jaime Vazquez,Santander,Analyst,False,True,False,"Okay. Secondly, can you also confirm that you will reach GBP500 million of buybacks by March?"
9,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Richard Pennycook,Morrison Supermarkets Plc,CFO,False,True,False,"Jaime, it's Richard. We're well on track with the program. It's GBP1 billion over the two years. And in terms of the momentum on theprogram, we're back in the market again today with that. We remain very comfortable to get that done over the two years to March'13."
10,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Jaime Vazquez,Santander,Analyst,False,True,False,"I thought that in the third quarter trading statement call, you not only commented to GBP1 billion in two years, but to [have GBP1billion] by March. Should we forget about the second part of the commitment?"
11,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Richard Pennycook,Morrison Supermarkets Plc,CFO,False,True,False,"No, we'll keep the momentum going. But precisely where we land at March obviously we'll tell you on the day.Volumes in the markethave been very low in our share shares. We can only go at a sensible pace to run the program, but we're committed to getting itdone."
12,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Jaime Vazquez,Santander,Analyst,False,True,False,"Okay. And finally, there's an article in the FT today suggesting that you're interested in 11 Best Buy sites in retail parks. Can you makea comment, or at least say whether you are looking at it?"
13,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Dalton Philips,Morrison Supermarkets Plc,CEO,False,True,False,"I'm afraid we can't comment specifically on that speculation.What we can do, Jaime, which we said actually before Christmas, is thatwe're ambitious for Kiddicare. We can see real growth in that business. We like it very much. And if there's an opportunity out thereto accelerate that growth, we will take it. But I can't comment on specific situations."
14,18607813,WILLIAM MORRISON,01/09/2012,9:00AM,MRW.L,Wm Morrison Supermarkets P L C Christmas Trading Update ConferenceCall,Jaime Vazquez,Santander,Analyst,False,True,False,"So in principle, you are not against the idea of expanding non-food in stores, in specialized stores."
